Date,TMean,TMax,TMin,TMinLand,PrecMean,V,CloudMean,WindMean,WindMean10,WindMean15,PressSea,PressStation,PrecSum,PrecDay,PrecNight,SnowHeight,SnowWater,Sun,RainTime,SnowTime,RainSnowTime,FogTime,DewTime,FrostTime,StormTime,PM2.5Mean
2020-01-22,0.9,2.6,3.2,4.5,85.3,5.6,5.4,4.4,0.0,0.0,1031.4,1015.9,0.0,0.0,0.0,,0.0,0.0,6.1,,,,,8.0,,22.0
2020-01-23,1.8,5.7,0.5,2.1,84.4,5.8,4.3,2.8,0.0,0.0,1033.6,1018.1,0.0,0.0,0.0,,0.0,7.1,,,,,,8.0,,23.62
2020-01-24,-2.1,4.7,7.8,9.2,81.5,4.2,0.3,1.8,0.0,0.0,1024.5,1008.9,0.0,0.0,0.0,,0.0,7.5,,,,1.2,,7.7,,52.5
2020-01-25,-2.1,2.2,6.1,7.8,84.6,4.5,1.0,1.6,0.0,0.0,1022.9,1007.3,0.0,0.0,0.0,,0.0,7.3,,,,1.3,,15.3,,50.52
2020-01-26,-2.1,2.5,6.8,7.4,89.4,4.7,5.5,1.6,0.0,0.0,1020.8,1005.3,0.0,0.0,0.0,,0.0,4.2,,,,1.6,,5.0,,81.33
2020-01-27,2.5,10.1,1.7,2.9,84.3,6.1,6.0,2.4,0.0,0.0,1014.6,999.4,0.5,0.0,0.5,,0.0,5.4,0.5,,,,,3.1,,47.34
2020-01-28,4.2,7.9,0.6,3.1,79.8,6.5,7.3,4.8,0.0,0.0,1000.2,985.3,0.1,0.1,0.0,,0.0,1.6,6.7,,,,,,,18.85
2020-01-29,3.9,6.2,0.9,0.6,68.6,5.5,6.1,6.1,0.0,0.0,1002.6,987.7,0.1,0.0,0.1,,0.0,0.3,0.6,0.3,,,,3.5,,6.81
2020-01-30,4.9,7.0,3.0,1.9,77.9,6.7,7.4,5.3,0.0,0.0,1010.0,995.1,1.5,1.5,0.0,,0.0,0.0,9.7,,,,,,,9.85
2020-01-31,9.8,13.0,4.4,2.1,72.3,8.8,7.3,6.0,0.2,0.0,1004.1,989.5,0.0,0.0,0.0,,0.0,1.7,4.1,,,,,,,8.88
2020-02-01,12.0,15.4,8.0,5.9,73.5,10.2,7.4,5.1,0.0,0.0,1005.2,990.7,3.1,0.0,3.1,,0.0,1.8,4.6,,,,,,,6.99
2020-02-02,8.1,13.0,6.4,5.1,75.6,8.1,7.5,5.8,0.0,0.0,1006.5,991.8,1.7,0.6,1.1,,0.0,0.0,10.8,,,,,,,7.25
2020-02-03,7.1,9.2,5.2,4.9,89.1,9.0,7.5,3.5,0.0,0.0,1007.7,992.9,6.7,3.1,3.6,,0.0,0.1,6.1,,,,,,,7.6
2020-02-04,4.7,8.3,2.5,1.4,87.8,7.5,6.3,3.3,0.0,0.0,1003.8,989.0,6.5,5.7,0.8,,0.0,1.6,13.0,,,,,,,7.73
2020-02-05,2.2,3.9,0.1,1.1,73.4,5.2,5.6,4.0,0.0,0.0,1023.4,1008.1,0.0,0.0,0.0,,0.0,2.6,4.8,0.4,,,,4.0,,8.76
2020-02-06,2.6,5.1,1.1,1.8,82.5,6.1,7.5,5.1,0.0,0.0,1027.3,1012.0,0.3,0.0,0.3,,0.0,0.8,5.6,0.3,,,,7.0,,14.3
2020-02-07,3.7,6.3,2.7,1.1,89.5,7.2,7.1,2.4,0.0,0.0,1029.0,1013.7,0.3,0.3,0.0,,0.0,0.0,6.6,,,,,,,15.15
2020-02-08,1.3,8.7,3.7,5.9,80.3,5.3,0.1,3.0,0.0,0.0,1027.4,1012.0,0.0,0.0,0.0,,0.0,8.7,,,,,,13.0,,42.3
2020-02-09,3.4,10.3,3.1,5.3,71.3,5.5,5.1,4.6,2.4,0.0,1018.4,1003.2,0.2,0.0,0.2,,0.0,8.4,0.6,,,,,8.0,,26.41
2020-02-10,8.4,12.7,4.3,2.8,60.8,6.7,6.0,8.9,4.0,0.0,995.9,981.4,7.6,6.0,1.6,,0.0,1.2,4.5,,,,,,,7.85
2020-02-11,4.8,7.4,1.2,0.8,66.5,5.7,6.6,8.6,9.3,0.0,998.2,983.4,1.2,1.2,0.0,,0.0,5.0,3.5,0.2,,,,,,4.78
2020-02-12,4.0,7.0,2.3,0.8,60.0,4.8,3.9,7.6,2.4,0.0,1009.3,994.3,0.0,0.0,0.0,,0.0,4.5,,0.1,,,,,,5.5
2020-02-13,3.9,7.3,0.1,1.7,62.6,5.0,4.3,4.8,0.0,0.0,1014.0,999.0,0.2,0.0,0.2,,0.0,7.1,1.5,,0.3,,,,,12.2
2020-02-14,5.1,7.0,2.9,1.4,84.6,7.4,7.5,3.1,0.0,0.0,1014.8,999.8,0.8,0.7,0.1,,0.0,0.5,6.1,,,,,,,15.21
2020-02-15,4.7,9.1,2.1,0.0,79.9,6.8,6.1,3.3,0.0,0.0,1025.6,1010.4,0.0,0.0,0.0,,0.0,6.2,,,,,2.0,4.0,,23.09
2020-02-16,8.8,13.1,0.1,2.2,59.8,6.7,6.3,5.1,0.5,0.0,1016.3,1001.5,0.1,0.1,0.0,,0.0,1.7,2.0,,,,,1.0,,10.84
2020-02-17,11.0,13.3,9.7,7.1,55.3,7.2,7.3,4.3,0.0,0.0,1014.6,999.9,0.0,0.0,0.0,,0.0,1.1,2.0,,,,,,,11.14
2020-02-18,7.1,11.0,3.1,0.3,63.5,6.3,5.1,5.6,1.6,0.0,1019.7,1004.7,0.0,0.0,0.0,,0.0,5.7,,,,,,,,6.8
2020-02-19,5.1,9.8,2.7,0.1,73.3,6.4,5.9,5.6,0.0,0.0,1016.5,1001.5,2.2,0.5,1.7,,0.0,4.4,7.1,,,,,,,8.66
2020-02-20,5.5,9.1,2.6,1.5,69.6,6.1,5.1,4.1,0.0,0.0,1020.2,1005.1,2.0,0.0,2.0,,0.0,7.7,1.3,,,,6.0,,,13.13
2020-02-21,4.6,7.2,1.7,1.6,76.3,6.5,5.0,4.8,0.3,0.0,1019.7,1004.6,1.8,1.8,0.0,,0.0,2.7,5.2,,,,3.2,,,9.58
2020-02-22,7.3,12.0,0.4,3.0,57.4,5.7,6.1,5.8,0.2,0.0,1020.4,1005.4,2.6,0.0,2.6,,0.0,0.5,1.1,,,,,,,10.77
2020-02-23,8.1,12.6,5.9,5.2,83.3,9.0,7.8,5.8,2.9,0.0,1010.2,995.4,14.4,12.1,2.3,,0.0,0.0,16.7,,,,,,0.2,4.69
2020-02-24,5.7,13.0,3.8,2.8,68.8,6.2,7.3,5.6,0.2,0.0,1015.0,1000.0,1.7,0.0,1.7,,0.0,1.0,4.8,,,,,,,8.18
2020-02-25,8.6,12.1,5.0,4.0,79.0,8.8,7.3,4.5,0.0,0.0,999.9,985.3,2.8,1.4,1.4,,0.0,0.3,8.7,,,,,,,7.79
2020-02-26,4.5,8.5,2.8,0.4,80.1,6.7,5.9,4.1,0.0,0.0,995.7,980.9,4.1,2.1,2.0,,0.0,1.4,5.1,,0.4,,,,,7.1
2020-02-27,2.9,6.8,0.7,1.4,79.0,5.9,6.3,4.0,0.0,0.0,1002.3,987.4,0.2,0.0,0.2,,0.0,4.0,2.7,0.3,1.4,,,1.0,,13.56
2020-02-28,2.4,5.7,0.8,1.4,82.1,6.0,6.1,3.0,0.0,0.0,1010.9,995.8,0.4,0.4,0.0,,0.0,3.4,2.9,0.1,0.5,,,8.0,,18.33
2020-02-29,4.6,7.8,0.4,2.3,65.9,5.6,7.6,7.1,0.8,0.0,1005.5,990.6,0.0,0.0,0.0,,0.0,1.6,1.2,,,,,4.0,,11.56
2020-03-01,8.7,12.8,6.1,3.5,63.5,7.1,5.8,4.6,0.0,0.0,1001.1,986.5,0.0,0.0,0.0,,0.0,3.7,,,,,4.0,,,12.37
2020-03-02,6.1,9.7,3.6,0.5,77.9,7.3,6.4,2.3,0.0,0.0,996.4,981.7,0.0,0.0,0.0,,0.0,2.7,0.9,,,,7.8,2.0,,20.58
2020-03-03,6.0,10.0,1.7,1.4,81.8,7.6,7.9,4.0,0.0,0.0,997.9,983.2,2.4,2.3,0.1,,0.0,0.8,11.3,,,,,,,23.71
2020-03-04,4.0,9.2,0.3,1.2,72.8,5.8,3.0,3.3,0.0,0.0,1010.7,995.7,0.0,0.0,0.0,,0.0,8.8,0.1,,,,3.0,1.0,,15.82
2020-03-05,4.5,10.5,0.5,3.3,69.3,5.6,3.9,3.1,0.0,0.0,1006.7,991.8,0.1,0.0,0.1,,0.0,10.2,,,,,4.0,7.0,,23.68
2020-03-06,7.1,11.2,3.8,0.2,70.6,7.2,7.4,5.5,0.0,0.0,996.4,981.8,0.2,0.1,0.1,,0.0,1.7,4.3,,,,4.6,,,15.7
2020-03-07,5.1,8.8,3.9,3.6,81.9,7.2,7.8,4.8,0.0,0.0,1009.8,994.8,1.2,1.2,0.0,,0.0,0.0,11.7,,,,,,,11.99
2020-03-08,5.4,10.3,2.6,0.9,67.8,5.9,4.5,3.1,0.0,0.0,1019.1,1004.1,0.0,0.0,0.0,,0.0,8.1,,,,,1.0,4.0,,19.27
2020-03-09,6.6,12.9,0.8,1.9,71.1,6.8,7.5,2.9,0.0,0.0,1013.1,998.2,0.1,0.0,0.1,,0.0,4.3,4.3,,,,,,,22.74
2020-03-10,7.0,11.6,1.0,1.8,71.0,7.0,4.6,4.9,0.0,0.0,1011.2,996.4,3.2,0.0,3.2,,0.0,7.2,3.5,,,,,,,13.94
2020-03-11,9.6,13.7,7.3,5.7,71.5,8.4,5.5,5.4,0.0,0.0,1008.7,994.1,0.2,0.2,0.0,,0.0,7.7,7.5,,,,,,,7.07
2020-03-12,11.3,17.8,5.6,2.1,71.8,9.5,5.1,6.6,2.6,0.0,1008.9,994.3,0.3,0.3,0.0,,0.0,4.4,1.9,,,,,,,7.44
2020-03-13,6.7,11.0,2.4,1.2,65.3,6.3,4.4,6.3,3.4,0.0,1013.0,998.1,1.1,1.1,0.0,,0.0,5.2,1.8,,,,,2.0,,8.02
2020-03-14,3.5,7.3,0.8,0.5,54.8,4.2,1.5,2.8,0.0,0.0,1023.9,1008.6,0.0,0.0,0.0,,0.0,10.2,,,,,,5.0,,10.49
2020-03-15,2.6,11.3,5.9,8.1,53.0,3.6,2.3,5.5,0.3,0.0,1026.5,1011.1,0.0,0.0,0.0,,0.0,10.7,,,,,,9.0,,27.68
2020-03-16,8.5,15.1,0.3,3.5,33.9,3.8,4.8,6.8,2.3,0.0,1022.0,1007.0,0.0,0.0,0.0,,0.0,10.9,,,,,,,,13.15
2020-03-17,9.3,18.0,0.4,3.1,62.0,7.1,1.9,1.8,0.0,0.0,1027.4,1012.4,0.0,0.0,0.0,,0.0,10.9,,,,,4.0,5.5,,36.37
2020-03-18,10.6,19.0,1.3,0.8,68.1,8.3,2.9,2.1,0.0,0.0,1027.7,1012.8,0.0,0.0,0.0,,0.0,11.0,,,,2.0,5.1,,,29.91
2020-03-19,11.4,17.4,4.1,1.1,67.0,8.8,4.6,1.4,0.0,0.0,1024.8,1010.0,0.0,0.0,0.0,,0.0,4.8,,,,,12.0,,,33.66
2020-03-20,8.4,13.3,3.2,1.5,80.0,8.8,6.5,1.8,0.0,0.0,1023.9,1009.0,2.5,0.9,1.6,,0.0,1.3,8.3,,,2.3,2.9,,,33.47
2020-03-21,3.7,7.7,2.4,0.0,63.8,5.2,5.6,3.5,0.0,0.0,1027.7,1012.4,0.0,0.0,0.0,,0.0,2.0,4.8,,,,,,,9.1
2020-03-22,-0.1,3.9,2.4,4.5,56.6,3.4,3.8,3.1,0.0,0.0,1034.5,1018.9,0.0,0.0,0.0,,0.0,5.6,,,,,,4.0,,11.15
2020-03-23,0.3,5.0,4.5,6.0,42.8,2.5,0.3,3.1,0.0,0.0,1038.6,1023.0,0.0,0.0,0.0,,0.0,11.7,,,,,,9.0,,15.54
2020-03-24,1.6,6.8,5.5,8.3,38.5,2.6,0.0,4.1,0.0,0.0,1037.8,1022.2,0.0,0.0,0.0,,0.0,11.8,,,,,,7.0,,24.39
2020-03-25,3.3,8.3,1.8,4.1,34.9,2.6,0.1,5.9,0.0,0.0,1033.4,1018.1,0.0,0.0,0.0,,0.0,11.8,,,,,,,,24.35
2020-03-26,5.1,11.6,2.8,6.7,43.3,3.7,4.9,3.3,0.0,0.0,1028.6,1013.3,0.0,0.0,0.0,,0.0,10.4,,,,,,,,30.23
2020-03-27,8.9,16.8,0.9,4.1,49.4,5.4,5.0,2.1,0.0,0.0,1022.8,1007.9,0.0,0.0,0.0,,0.0,10.2,,,,,,,,43.01
2020-03-28,8.6,17.5,1.2,3.7,55.4,5.7,1.0,1.3,0.0,0.0,1016.9,1002.0,0.0,0.0,0.0,,0.0,11.7,,,,,,7.0,,41.8
2020-03-29,4.0,11.9,2.5,2.2,73.5,6.0,7.4,4.0,0.0,0.0,1018.2,1003.0,0.6,0.6,0.0,,0.0,1.1,5.0,1.9,,,,,,31.21
2020-03-30,1.2,5.8,3.7,4.7,53.9,3.5,4.4,2.3,0.0,0.0,1025.7,1010.3,0.8,0.0,0.8,,0.0,8.0,,0.4,,,,,,7.0
2020-03-31,0.7,3.8,0.5,2.3,69.8,4.4,5.8,2.1,0.0,0.0,1027.5,1012.0,0.0,0.0,0.0,2.0,0.0,2.0,,8.5,,,,4.0,,13.29
2020-04-01,1.7,8.6,6.7,8.6,57.8,3.7,0.4,2.6,0.0,0.0,1021.9,1006.6,0.0,0.0,0.0,,0.0,12.5,,,,,,11.0,,21.5
2020-04-02,5.1,12.1,3.6,5.1,53.5,4.6,1.5,2.4,0.0,0.0,1012.3,997.3,0.0,0.0,0.0,,0.0,11.1,,,,,7.0,7.0,,27.37
2020-04-03,6.6,11.6,1.5,2.7,53.4,5.1,4.9,4.6,0.0,0.0,1012.6,997.7,0.0,0.0,0.0,,0.0,3.3,,,,,6.0,,,20.84
2020-04-04,7.5,13.5,1.1,0.7,54.1,5.3,5.0,1.5,0.0,0.0,1025.5,1010.4,0.0,0.0,0.0,,0.0,7.5,,,,,,1.0,,21.73
2020-04-05,8.0,15.7,1.3,4.5,51.8,5.0,1.5,3.1,0.0,0.0,1031.4,1016.3,0.0,0.0,0.0,,0.0,12.4,,,,,,6.0,,28.67
2020-04-06,11.7,21.6,2.0,2.4,41.3,5.3,0.0,4.5,0.0,0.0,1028.2,1013.3,0.0,0.0,0.0,,0.0,12.5,,,,,,,,23.39
2020-04-07,14.7,23.0,4.3,0.2,38.8,6.1,0.1,2.8,0.0,0.0,1029.8,1015.0,0.0,0.0,0.0,,0.0,12.4,,,,,4.0,,,20.31
2020-04-08,13.2,21.9,3.9,0.7,49.1,6.8,0.0,2.1,0.0,0.0,1028.1,1013.4,0.0,0.0,0.0,,0.0,12.6,,,,,4.0,,,16.55
2020-04-09,13.0,22.6,1.1,2.8,47.1,6.7,2.0,2.3,0.0,0.0,1021.6,1006.9,0.0,0.0,0.0,,0.0,12.0,,,,,,2.0,,20.38
2020-04-10,9.9,16.5,1.9,1.0,48.9,5.6,4.6,1.9,0.0,0.0,1025.5,1010.6,0.0,0.0,0.0,,0.0,12.5,,,,,7.0,,,9.5
2020-04-11,9.5,17.0,0.9,2.9,51.1,5.5,4.1,1.4,0.0,0.0,1025.6,1010.6,0.0,0.0,0.0,,0.0,12.8,,,,,3.0,5.0,,21.42
2020-04-12,13.1,22.8,1.6,2.3,47.0,6.7,2.6,2.9,0.0,0.0,1017.6,1003.0,0.0,0.0,0.0,,0.0,13.0,,,,,7.0,,,17.29
2020-04-13,10.3,16.8,7.0,4.6,55.0,6.9,7.0,2.8,0.0,0.0,1011.3,996.6,2.3,2.3,0.0,,0.0,2.7,3.2,,,,,,,9.27
2020-04-14,4.4,9.2,0.1,1.8,53.0,4.3,3.1,3.4,0.0,0.0,1019.7,1004.6,0.0,0.0,0.0,,0.0,8.8,0.1,0.2,,,,,,6.48
2020-04-15,7.5,14.4,1.0,1.0,52.5,5.4,5.0,5.5,0.0,0.0,1021.5,1006.5,0.0,0.0,0.0,,0.0,8.8,,,,,,,,9.64
2020-04-16,13.1,21.4,4.5,1.2,43.9,6.3,4.0,3.1,0.0,0.0,1016.3,1001.7,0.0,0.0,0.0,,0.0,12.1,,,,,5.0,,,13.12
2020-04-17,9.9,16.7,1.9,0.5,55.6,6.3,4.8,1.5,0.0,0.0,1016.9,1002.1,0.0,0.0,0.0,,0.0,10.1,,,,,8.0,,,14.41
2020-04-18,10.9,18.4,2.0,2.7,39.1,4.7,1.1,2.4,0.0,0.0,1017.6,1002.9,0.0,0.0,0.0,,0.0,13.3,,,,,2.0,,,13.58
2020-04-19,9.0,14.6,4.4,0.1,37.1,4.2,2.8,3.0,0.0,0.0,1020.5,1005.6,0.0,0.0,0.0,,0.0,11.0,,,,,,,,9.39
2020-04-20,9.1,15.0,2.2,0.8,44.1,4.9,0.3,3.4,0.0,0.0,1025.5,1010.5,0.0,0.0,0.0,,0.0,13.6,,,,,,,,8.76
2020-04-21,11.3,16.5,1.4,0.1,40.8,5.2,0.1,4.6,0.0,0.0,1025.4,1010.5,0.0,0.0,0.0,,0.0,13.6,,,,,,,,12.1
2020-04-22,11.1,17.3,0.8,3.1,45.3,5.6,0.6,2.8,0.0,0.0,1025.5,1010.7,0.0,0.0,0.0,,0.0,13.3,,,,,,,,17.56
2020-04-23,12.2,20.7,1.4,1.2,50.3,6.6,1.8,1.3,0.0,0.0,1022.3,1007.5,0.0,0.0,0.0,,0.0,13.4,,,,,4.0,,,18.42
2020-04-24,14.1,22.9,2.9,0.6,48.5,7.0,5.5,3.4,0.0,0.0,1009.0,994.6,0.0,0.0,0.0,,0.0,12.3,,,,,6.0,,,18.55
2020-04-25,9.8,18.0,7.4,6.4,64.9,7.8,6.6,3.9,0.0,0.0,1007.7,993.0,0.6,0.6,0.0,,0.0,2.7,2.1,,,,,,,11.02
2020-04-26,11.0,17.1,5.7,3.6,50.9,6.3,4.5,1.8,0.0,0.0,1011.5,996.8,0.0,0.0,0.0,,0.0,8.3,0.1,,,,3.0,,,9.05
2020-04-27,13.5,21.9,1.2,1.9,44.8,6.4,1.4,2.8,0.0,0.0,1010.3,995.8,0.0,0.0,0.0,,0.0,13.2,,,,,6.0,,,12.64
2020-04-28,17.0,25.0,5.2,1.5,46.5,8.6,4.1,2.1,0.0,0.0,1004.9,990.6,1.4,0.0,1.4,,0.0,11.3,,,,,4.0,,,12.1
2020-04-29,14.1,19.5,12.4,10.6,80.5,12.9,7.3,2.0,0.0,0.0,1004.3,990.0,4.6,4.6,0.0,,0.0,0.0,11.1,,,2.1,,,,19.58
2020-04-30,14.2,20.8,5.5,4.1,72.0,11.1,6.5,2.5,0.0,0.0,1006.9,992.5,3.5,0.2,0.0,,0.0,9.0,1.0,,,5.3,,,,19.82
2020-05-01,13.7,18.0,11.1,10.7,76.1,11.8,6.5,2.4,0.0,0.0,1003.8,989.4,2.1,1.7,0.4,,0.0,5.5,6.4,,,,5.0,,,9.9
2020-05-02,11.6,15.9,8.5,6.5,72.1,9.8,6.1,3.8,0.0,0.0,1006.1,991.6,8.1,0.7,7.4,,0.0,6.1,6.1,,,,0.3,,,7.36
2020-05-03,10.4,15.0,7.5,6.8,75.0,9.2,5.5,2.9,0.0,0.0,1015.2,1000.4,0.2,0.2,0.0,,0.0,4.9,4.9,,,,3.0,,,7.64
2020-05-04,10.6,17.6,1.8,0.6,70.0,8.7,5.8,2.3,0.0,0.0,1016.8,1002.0,10.2,0.0,10.2,,0.0,6.5,5.6,,,1.5,2.8,,,12.3
2020-05-05,8.7,13.4,5.9,5.6,68.9,7.5,5.1,3.0,0.0,0.0,1016.2,1001.4,0.7,0.7,0.0,,0.0,7.4,2.1,,,,2.0,,,6.02
2020-05-06,9.4,15.9,3.1,2.4,69.3,7.9,5.1,3.9,0.0,0.0,1018.5,1003.7,0.0,0.0,0.0,,0.0,4.1,2.4,,,,3.2,,,6.61
2020-05-07,9.2,14.4,4.2,3.2,64.9,7.5,4.0,3.6,0.0,0.0,1021.1,1006.2,0.0,0.0,0.0,,0.0,7.3,,,,,7.0,,,10.6
2020-05-08,12.6,21.4,1.7,0.1,64.6,8.9,5.6,1.4,0.0,0.0,1018.5,1003.9,0.0,0.0,0.0,,0.0,12.7,,,,,10.0,,,19.06
2020-05-09,16.1,22.7,6.3,4.1,48.8,8.0,6.0,1.6,0.0,0.0,1014.8,1000.4,0.8,0.0,0.8,,0.0,13.1,0.9,,,,8.0,,,17.8
2020-05-10,16.8,21.9,8.9,6.9,67.8,12.9,7.3,3.1,0.0,0.0,1007.6,993.3,0.3,0.0,0.3,,0.0,0.4,2.1,,,,,,,15.71
2020-05-11,12.5,21.2,6.1,5.8,85.8,12.8,6.8,3.1,0.0,0.0,1001.7,987.2,31.0,21.6,9.4,,0.0,5.1,8.5,1.4,0.4,,,,,13.8
2020-05-12,7.2,12.7,1.1,1.0,64.9,6.2,5.1,3.3,0.0,0.0,1015.5,1000.6,0.0,0.0,0.0,,0.0,9.8,1.2,,,,,,,4.88
2020-05-13,10.2,15.4,2.5,1.0,60.5,7.2,6.4,2.1,0.0,0.0,1013.2,998.5,2.4,0.0,2.4,,0.0,6.7,5.2,,,,8.0,,,10.56
2020-05-14,10.9,15.5,8.0,7.8,71.9,9.2,6.3,1.8,0.0,0.0,1015.1,1000.4,0.0,0.0,0.0,,0.0,4.3,6.2,,,,,,,16.3
2020-05-15,10.3,15.8,2.6,1.9,59.9,7.2,4.4,2.0,0.0,0.0,1017.5,1002.7,0.0,0.0,0.0,,0.0,9.7,,,,,1.0,,,13.28
2020-05-16,11.4,17.0,4.3,2.5,57.3,7.5,3.4,3.4,0.0,0.0,1021.3,1006.5,0.0,0.0,0.0,,0.0,10.1,,,,,11.0,,,9.36
2020-05-17,12.2,18.5,5.7,3.3,59.8,8.1,3.6,2.3,0.0,0.0,1020.7,1006.0,0.0,0.0,0.0,,0.0,9.3,0.5,,,,7.9,,,13.76
2020-05-18,15.7,21.9,7.7,4.2,54.3,9.5,4.3,3.0,0.0,0.0,1021.3,1006.7,0.0,0.0,0.0,,0.0,13.8,,,,,7.0,,,8.26
2020-05-19,17.2,23.3,9.7,7.1,59.9,11.5,3.8,2.8,0.0,0.0,1018.6,1004.1,0.0,0.0,0.0,,0.0,8.9,,,,,8.0,,,11.93
2020-05-20,13.8,19.5,5.2,3.4,60.9,9.0,2.6,1.8,0.0,0.0,1020.7,1006.1,0.0,0.0,0.0,,0.0,12.1,,,,1.7,4.7,,,8.62
2020-05-21,12.6,17.6,6.3,4.1,48.6,6.7,3.9,2.3,0.0,0.0,1024.2,1009.4,0.0,0.0,0.0,,0.0,10.0,,,,,6.0,,,9.41
2020-05-22,12.8,19.6,2.9,2.2,49.9,6.8,5.3,2.4,0.0,0.0,1024.2,1009.4,1.7,0.0,1.7,,0.0,12.8,,,,,7.0,,,9.86
2020-05-23,12.5,15.8,8.9,8.5,83.6,12.4,8.0,2.9,0.0,0.0,1021.0,1006.3,20.6,8.1,12.5,,0.0,0.0,21.6,,,,,,,12.05
2020-05-24,13.2,18.8,9.0,8.0,72.5,10.7,5.9,4.0,0.0,0.0,1023.9,1009.2,0.1,0.0,0.1,,0.0,7.6,2.2,,,,,,,6.08
2020-05-25,11.6,15.4,9.6,8.9,82.8,11.3,7.1,2.9,0.0,0.0,1025.9,1011.1,3.4,0.8,2.6,,0.0,3.2,7.5,,,,,,,5.83
2020-05-26,12.4,15.6,10.5,10.2,78.3,11.1,4.9,2.4,0.0,0.0,1032.1,1017.3,0.0,0.0,0.0,,0.0,5.9,,,,,4.0,,,9.65
2020-05-27,14.2,20.9,4.8,3.3,64.5,9.7,3.4,2.0,0.0,0.0,1031.1,1016.3,1.1,0.0,1.1,,0.0,13.1,,,,,11.0,,,15.7
2020-05-28,12.8,19.7,10.1,7.8,76.0,11.1,7.4,1.9,0.0,0.0,1026.7,1011.9,0.6,0.6,0.0,,0.0,0.6,7.2,,,,4.8,,,10.71
2020-05-29,13.0,18.6,8.2,6.4,55.0,7.9,4.3,2.6,0.0,0.0,1025.8,1011.0,0.0,0.0,0.0,,0.0,7.5,0.8,,,,6.3,,,5.62
2020-05-30,12.8,18.4,4.6,3.3,55.5,8.0,4.8,2.5,0.0,0.0,1021.0,1006.3,1.1,0.0,1.1,,0.0,10.3,,,,,,,,5.52
2020-05-31,15.0,22.4,9.4,9.3,63.5,10.4,5.9,2.9,0.0,0.0,1017.1,1002.6,0.0,0.0,0.0,,0.0,3.3,4.0,,,,1.0,,,7.29
2020-06-01,16.0,21.9,8.8,7.3,53.6,9.0,0.9,3.1,0.0,0.0,1020.2,1005.7,0.0,0.0,0.0,,0.0,15.1,,,,,9.0,,,7.4
2020-06-02,13.8,20.0,8.1,7.2,74.9,11.8,5.1,2.5,0.0,0.0,1014.9,1000.4,1.2,1.2,0.0,,0.0,4.2,2.3,,,1.7,4.3,,,7.29
2020-06-03,15.2,21.2,8.6,6.8,62.3,9.9,3.0,1.4,0.0,0.0,1006.2,991.9,0.0,0.0,0.0,,0.0,14.3,,,,2.6,3.0,,,10.16
2020-06-04,16.6,24.1,8.8,4.8,63.0,11.5,5.4,3.6,0.2,0.0,998.3,984.1,4.8,0.5,4.3,,0.0,10.6,4.6,,,,8.0,,0.4,11.02
2020-06-05,14.9,16.7,13.5,13.5,88.9,15.0,6.6,3.0,0.0,0.0,996.6,982.4,13.7,9.9,3.8,,0.0,2.5,12.6,,,,,,,10.85
2020-06-06,15.8,19.9,11.8,10.6,73.1,13.1,5.8,3.0,0.0,0.0,1004.8,990.5,1.1,0.9,0.2,,0.0,4.6,4.3,,,,,,,4.67
2020-06-07,16.6,20.0,13.7,13.1,89.9,16.9,7.4,2.0,0.0,0.0,1007.4,993.1,69.4,7.1,62.3,,0.0,0.9,12.1,,,,,,,6.0
2020-06-08,14.9,18.2,11.3,11.1,78.6,13.1,7.5,2.5,0.0,0.0,1012.8,998.3,0.0,0.0,0.0,,0.0,0.2,4.9,,,,,,,7.42
2020-06-09,17.2,21.0,14.2,13.4,64.1,12.2,6.8,2.6,0.0,0.0,1015.1,1000.7,0.0,0.0,0.0,,0.0,5.3,,,,,9.0,,,8.07
2020-06-10,16.5,19.9,11.6,10.5,75.1,14.0,6.9,2.3,0.0,0.0,1012.3,997.9,0.0,0.0,0.0,,0.0,0.1,1.9,,,,8.0,,,13.39
2020-06-11,20.1,25.3,15.7,15.3,73.5,16.9,6.9,1.3,0.0,0.0,1009.5,995.4,0.0,0.0,0.0,,0.0,6.3,0.3,,,,,,,20.46
2020-06-12,22.5,28.0,14.9,13.8,70.4,18.6,5.1,1.9,0.0,0.0,1009.8,995.7,0.0,0.0,0.0,,0.0,9.9,,,,,4.0,,,14.49
2020-06-13,24.0,31.2,17.0,15.4,71.8,20.9,4.3,2.4,0.0,0.0,1009.9,995.9,0.7,0.7,0.0,,0.0,8.0,0.5,,,,8.0,,2.1,18.51
2020-06-14,21.0,24.7,18.4,17.5,63.8,15.6,5.6,3.5,0.0,0.0,1011.0,996.8,0.0,0.0,0.0,,0.0,7.0,,,,,,,,9.78
2020-06-15,19.1,24.4,12.3,10.0,61.6,13.3,4.9,1.6,0.0,0.0,1013.3,999.1,0.0,0.0,0.0,,0.0,6.0,,,,,7.0,,,9.16
2020-06-16,19.5,24.0,12.3,11.2,59.9,13.1,3.8,1.4,0.0,0.0,1014.2,999.9,0.0,0.0,0.0,,0.0,12.1,,,,,5.5,,,9.4
2020-06-17,21.3,27.2,14.0,11.9,63.3,15.5,5.6,1.8,0.0,0.0,1010.6,996.5,0.5,0.0,0.5,,0.0,9.1,2.2,,,,7.0,,,11.69
2020-06-18,20.6,26.5,18.7,18.0,81.9,19.7,7.0,1.8,0.0,0.0,1007.9,993.8,23.5,0.2,23.3,,0.0,4.1,7.2,,,,,,2.0,14.38
